2023-12-19 14:59:30,721 INFO ------------------Epoch: 1/15 start------------------
2023-12-19 14:59:43,048 INFO step 0: tp = 11.0, fp = 14.0, tn = 4.0, fn = 3.0, acc = 0.4688, mcc = 0.009524 
2023-12-20 13:18:29,359 INFO step 1462: tp = 10.0, fp = 16.0, tn = 3.0, fn = 3.0, acc = 0.4062, mcc = -0.091698 
2023-12-20 13:18:30,160 INFO step 1463: tp = 14.0, fp = 11.0, tn = 5.0, fn = 2.0, acc = 0.5938, mcc = 0.226779 
2023-12-20 13:18:30,943 INFO step 1464: tp = 18.0, fp = 8.0, tn = 4.0, fn = 2.0, acc = 0.6875, mcc = 0.289414 
2023-12-20 13:18:31,806 INFO step 1465: tp = 10.0, fp = 14.0, tn = 5.0, fn = 3.0, acc = 0.4688, mcc = 0.036736 
2023-12-20 13:18:32,713 INFO step 1466: tp = 14.0, fp = 11.0, tn = 4.0, fn = 3.0, acc = 0.5625, mcc = 0.108878 
2023-12-20 13:18:33,464 INFO step 1467: tp = 15.0, fp = 13.0, tn = 3.0, fn = 1.0, acc = 0.5625, mcc = 0.188982 
2023-12-20 13:18:34,257 INFO step 1468: tp = 9.0, fp = 15.0, tn = 6.0, fn = 2.0, acc = 0.4688, mcc = 0.113961 
2023-12-20 13:18:35,147 INFO step 1469: tp = 13.0, fp = 12.0, tn = 4.0, fn = 3.0, acc = 0.5312, mcc = 0.075593 
2023-12-20 13:18:36,031 INFO step 1470: tp = 15.0, fp = 11.0, tn = 5.0, fn = 1.0, acc = 0.6250, mcc = 0.320256 
2023-12-20 13:18:37,050 INFO step 1471: tp = 12.0, fp = 7.0, tn = 8.0, fn = 5.0, acc = 0.6250, mcc = 0.243059 
2023-12-20 13:18:38,009 INFO step 1472: tp = 10.0, fp = 12.0, tn = 5.0, fn = 5.0, acc = 0.4688, mcc = -0.042220 
2023-12-20 13:18:38,767 INFO step 1473: tp = 11.0, fp = 4.0, tn = 10.0, fn = 7.0, acc = 0.6562, mcc = 0.323477 
2023-12-20 13:18:39,591 INFO step 1474: tp = 14.0, fp = 5.0, tn = 9.0, fn = 4.0, acc = 0.7188, mcc = 0.424871 
2023-12-20 13:18:40,273 INFO step 1475: tp = 6.0, fp = 8.0, tn = 11.0, fn = 7.0, acc = 0.5312, mcc = 0.040082 
2023-12-20 13:18:41,140 INFO step 1476: tp = 8.0, fp = 9.0, tn = 12.0, fn = 3.0, acc = 0.6250, mcc = 0.284297 
2023-12-20 13:18:42,025 INFO step 1477: tp = 2.0, fp = 6.0, tn = 17.0, fn = 7.0, acc = 0.5938, mcc = -0.040129 
2023-12-20 13:18:42,786 INFO step 1478: tp = 3.0, fp = 2.0, tn = 10.0, fn = 17.0, acc = 0.4062, mcc = -0.022222 
2023-12-20 13:18:43,655 INFO step 1479: tp = 5.0, fp = 3.0, tn = 13.0, fn = 11.0, acc = 0.5625, mcc = 0.144338 
2023-12-20 13:18:44,452 INFO step 1480: tp = 3.0, fp = 2.0, tn = 12.0, fn = 15.0, acc = 0.4688, mcc = 0.032530 
2023-12-20 13:18:44,576 INFO step/epoch: 1480/10, training samples: 47392, train_loss = 0.8725 train_acc = 0.521396
2023-12-20 13:18:45,114 INFO step 1481: tp = 2.0, fp = 2.0, tn = 13.0, fn = 15.0, acc = 0.4688, mcc = -0.023669 
2023-12-20 13:18:45,879 INFO step 1482: tp = 1.0, fp = 2.0, tn = 16.0, fn = 13.0, acc = 0.5312, mcc = -0.067537 
2023-12-20 13:18:46,655 INFO step 1483: tp = 1.0, fp = 4.0, tn = 11.0, fn = 16.0, acc = 0.3750, mcc = -0.285653 
2023-12-20 13:18:47,343 INFO step 1484: tp = 4.0, fp = 2.0, tn = 10.0, fn = 16.0, acc = 0.4375, mcc = 0.041345 
2023-12-20 13:18:48,074 INFO step 1485: tp = 5.0, fp = 3.0, tn = 9.0, fn = 15.0, acc = 0.4375, mcc = 0.000000 
2023-12-20 13:18:48,814 INFO step 1486: tp = 3.0, fp = 6.0, tn = 12.0, fn = 11.0, acc = 0.4688, mcc = -0.131352 
2023-12-20 13:18:49,444 INFO step 1487: tp = 6.0, fp = 4.0, tn = 10.0, fn = 12.0, acc = 0.5000, mcc = 0.050965 
2023-12-20 13:18:50,112 INFO step 1488: tp = 6.0, fp = 3.0, tn = 6.0, fn = 17.0, acc = 0.3750, mcc = -0.072464 
2023-12-20 13:18:50,776 INFO step 1489: tp = 9.0, fp = 11.0, tn = 5.0, fn = 7.0, acc = 0.4375, mcc = -0.129099 
2023-12-20 13:18:51,566 INFO step 1490: tp = 12.0, fp = 9.0, tn = 3.0, fn = 8.0, acc = 0.4688, mcc = -0.152894 
2023-12-20 13:18:52,384 INFO step 1491: tp = 16.0, fp = 5.0, tn = 9.0, fn = 2.0, acc = 0.7812, mcc = 0.555391 
2023-12-20 13:18:53,174 INFO step 1492: tp = 17.0, fp = 11.0, tn = 2.0, fn = 2.0, acc = 0.5938, mcc = 0.072148 
2023-12-20 13:18:53,939 INFO step 1493: tp = 10.0, fp = 18.0, tn = 2.0, fn = 2.0, acc = 0.3750, mcc = -0.097590 
2023-12-20 13:18:54,598 INFO step 1494: tp = 16.0, fp = 11.0, tn = 3.0, fn = 2.0, acc = 0.5938, mcc = 0.140963 
2023-12-20 13:18:55,332 INFO step 1495: tp = 9.0, fp = 21.0, tn = 1.0, fn = 1.0, acc = 0.3125, mcc = -0.104447 
2023-12-20 13:18:56,008 INFO step 1496: tp = 21.0, fp = 11.0, tn = 0.0, fn = 0.0, acc = 0.6562, mcc = 0.000000 
2023-12-20 13:18:56,724 INFO step 1497: tp = 15.0, fp = 16.0, tn = 1.0, fn = 0.0, acc = 0.5000, mcc = 0.168710 
2023-12-20 13:18:57,404 INFO step 1498: tp = 13.0, fp = 13.0, tn = 3.0, fn = 3.0, acc = 0.5000, mcc = 0.000000 
2023-12-20 13:18:58,014 INFO step 1499: tp = 18.0, fp = 10.0, tn = 2.0, fn = 2.0, acc = 0.6250, mcc = 0.097590 
2023-12-20 13:18:58,683 INFO step 1500: tp = 17.0, fp = 12.0, tn = 1.0, fn = 2.0, acc = 0.5625, mcc = -0.047752 
2023-12-20 13:18:58,817 INFO step/epoch: 1500/10, training samples: 48032, train_loss = 0.8765 train_acc = 0.521111
2023-12-20 13:18:59,262 INFO step 1501: tp = 18.0, fp = 14.0, tn = 0.0, fn = 0.0, acc = 0.5625, mcc = 0.000000 
2023-12-20 13:18:59,829 INFO step 1502: tp = 10.0, fp = 18.0, tn = 3.0, fn = 1.0, acc = 0.4062, mcc = 0.074605 
2023-12-20 13:19:00,441 INFO step 1503: tp = 13.0, fp = 16.0, tn = 3.0, fn = 0.0, acc = 0.5000, mcc = 0.266046 
2023-12-20 13:19:01,072 INFO step 1504: tp = 18.0, fp = 14.0, tn = 0.0, fn = 0.0, acc = 0.5625, mcc = 0.000000 
2023-12-20 13:19:01,740 INFO step 1505: tp = 10.0, fp = 17.0, tn = 2.0, fn = 3.0, acc = 0.3750, mcc = -0.169764 
2023-12-20 13:19:02,447 INFO step 1506: tp = 15.0, fp = 14.0, tn = 2.0, fn = 1.0, acc = 0.5312, mcc = 0.107211 
2023-12-20 13:19:03,031 INFO step 1507: tp = 10.0, fp = 10.0, tn = 8.0, fn = 4.0, acc = 0.5625, mcc = 0.162650 
2023-12-20 13:19:03,666 INFO step 1508: tp = 12.0, fp = 11.0, tn = 3.0, fn = 6.0, acc = 0.4688, mcc = -0.131352 
2023-12-20 13:19:04,336 INFO step 1509: tp = 6.0, fp = 9.0, tn = 7.0, fn = 10.0, acc = 0.4062, mcc = -0.187867 
2023-12-20 13:19:04,935 INFO step 1510: tp = 6.0, fp = 8.0, tn = 8.0, fn = 10.0, acc = 0.4375, mcc = -0.125988 
2023-12-20 13:19:05,506 INFO step 1511: tp = 8.0, fp = 7.0, tn = 11.0, fn = 6.0, acc = 0.5938, mcc = 0.181463 
2023-12-20 13:19:06,139 INFO step 1512: tp = 7.0, fp = 6.0, tn = 9.0, fn = 10.0, acc = 0.5000, mcc = 0.011954 
2023-12-20 13:19:06,833 INFO step 1513: tp = 8.0, fp = 5.0, tn = 11.0, fn = 8.0, acc = 0.5938, mcc = 0.190885 
2023-12-20 13:19:07,469 INFO step 1514: tp = 7.0, fp = 4.0, tn = 9.0, fn = 12.0, acc = 0.5000, mcc = 0.062797 
2023-12-20 13:19:08,105 INFO step 1515: tp = 4.0, fp = 9.0, tn = 9.0, fn = 10.0, acc = 0.4062, mcc = -0.216444 
2023-12-20 13:19:08,822 INFO step 1516: tp = 11.0, fp = 7.0, tn = 9.0, fn = 5.0, acc = 0.6250, mcc = 0.251976 
2023-12-20 13:19:09,450 INFO step 1517: tp = 7.0, fp = 15.0, tn = 3.0, fn = 7.0, acc = 0.3125, mcc = -0.356753 
2023-12-20 13:19:10,045 INFO step 1518: tp = 14.0, fp = 6.0, tn = 2.0, fn = 10.0, acc = 0.5000, mcc = -0.149071 
2023-12-20 13:19:10,659 INFO step 1519: tp = 11.0, fp = 9.0, tn = 8.0, fn = 4.0, acc = 0.5938, mcc = 0.210198 
2023-12-20 13:19:11,299 INFO step 1520: tp = 13.0, fp = 11.0, tn = 5.0, fn = 3.0, acc = 0.5625, mcc = 0.144338 
2023-12-20 13:19:11,451 INFO step/epoch: 1520/10, training samples: 48672, train_loss = 0.9479 train_acc = 0.520833
2023-12-20 13:19:11,930 INFO step 1521: tp = 16.0, fp = 10.0, tn = 5.0, fn = 1.0, acc = 0.6562, mcc = 0.350966 
2023-12-20 13:19:12,541 INFO step 1522: tp = 15.0, fp = 13.0, tn = 1.0, fn = 3.0, acc = 0.5000, mcc = -0.142857 
2023-12-20 13:19:13,233 INFO step 1523: tp = 12.0, fp = 14.0, tn = 3.0, fn = 3.0, acc = 0.4688, mcc = -0.030083 
2023-12-20 13:19:13,786 INFO step 1524: tp = 11.0, fp = 15.0, tn = 4.0, fn = 2.0, acc = 0.4688, mcc = 0.071321 
2023-12-20 13:19:14,338 INFO step 1525: tp = 13.0, fp = 17.0, tn = 1.0, fn = 1.0, acc = 0.4375, mcc = -0.032530 
2023-12-20 13:19:14,894 INFO step 1526: tp = 14.0, fp = 13.0, tn = 2.0, fn = 3.0, acc = 0.5000, mcc = -0.059286 
2023-12-20 13:19:15,475 INFO step 1527: tp = 11.0, fp = 14.0, tn = 5.0, fn = 2.0, acc = 0.5000, mcc = 0.129866 
2023-12-20 13:19:16,055 INFO step 1528: tp = 11.0, fp = 15.0, tn = 3.0, fn = 3.0, acc = 0.4375, mcc = -0.060523 
2023-12-20 13:19:16,623 INFO step 1529: tp = 11.0, fp = 14.0, tn = 3.0, fn = 4.0, acc = 0.4375, mcc = -0.108878 
2023-12-20 13:19:17,213 INFO step 1530: tp = 14.0, fp = 10.0, tn = 3.0, fn = 5.0, acc = 0.5312, mcc = -0.036736 
2023-12-20 13:19:17,806 INFO step 1531: tp = 8.0, fp = 12.0, tn = 5.0, fn = 7.0, acc = 0.4062, mcc = -0.177859 
2023-12-20 13:19:18,360 INFO step 1532: tp = 11.0, fp = 8.0, tn = 7.0, fn = 6.0, acc = 0.5625, mcc = 0.115553 
2023-12-20 13:19:18,948 INFO step 1533: tp = 13.0, fp = 9.0, tn = 5.0, fn = 5.0, acc = 0.5625, mcc = 0.084941 
2023-12-20 13:19:19,556 INFO step 1534: tp = 10.0, fp = 8.0, tn = 4.0, fn = 10.0, acc = 0.4375, mcc = -0.162650 
2023-12-20 13:19:20,143 INFO step 1535: tp = 13.0, fp = 12.0, tn = 3.0, fn = 4.0, acc = 0.5000, mcc = -0.042604 
2023-12-20 13:19:20,660 INFO step 1536: tp = 12.0, fp = 12.0, tn = 5.0, fn = 3.0, acc = 0.5312, mcc = 0.108465 
2023-12-20 13:19:21,285 INFO step 1537: tp = 10.0, fp = 10.0, tn = 5.0, fn = 7.0, acc = 0.4688, mcc = -0.080845 
2023-12-20 13:19:21,865 INFO step 1538: tp = 15.0, fp = 7.0, tn = 2.0, fn = 8.0, acc = 0.5312, mcc = -0.121836 
2023-12-20 13:19:22,442 INFO step 1539: tp = 9.0, fp = 17.0, tn = 3.0, fn = 3.0, acc = 0.3750, mcc = -0.124035 
2023-12-20 13:19:23,005 INFO step 1540: tp = 15.0, fp = 11.0, tn = 2.0, fn = 4.0, acc = 0.5312, mcc = -0.071321 
2023-12-20 13:19:23,157 INFO step/epoch: 1540/10, training samples: 49312, train_loss = 0.8566 train_acc = 0.520462
2023-12-20 13:19:23,654 INFO step 1541: tp = 12.0, fp = 12.0, tn = 3.0, fn = 5.0, acc = 0.4688, mcc = -0.108465 
2023-12-20 13:19:24,226 INFO step 1542: tp = 17.0, fp = 10.0, tn = 3.0, fn = 2.0, acc = 0.6250, mcc = 0.169764 
2023-12-20 13:19:24,831 INFO step 1543: tp = 11.0, fp = 18.0, tn = 1.0, fn = 2.0, acc = 0.3750, mcc = -0.170542 
2023-12-20 13:19:25,414 INFO step 1544: tp = 17.0, fp = 13.0, tn = 2.0, fn = 0.0, acc = 0.5938, mcc = 0.274874 
2023-12-20 13:19:25,980 INFO step 1545: tp = 16.0, fp = 12.0, tn = 3.0, fn = 1.0, acc = 0.5938, mcc = 0.213021 
2023-12-20 13:19:26,565 INFO step 1546: tp = 17.0, fp = 13.0, tn = 2.0, fn = 0.0, acc = 0.5938, mcc = 0.274874 
2023-12-20 13:19:27,166 INFO step 1547: tp = 10.0, fp = 17.0, tn = 2.0, fn = 3.0, acc = 0.3750, mcc = -0.169764 
2023-12-20 13:19:27,723 INFO step 1548: tp = 17.0, fp = 13.0, tn = 1.0, fn = 1.0, acc = 0.5625, mcc = 0.032530 
2023-12-20 13:19:28,273 INFO step 1549: tp = 17.0, fp = 9.0, tn = 4.0, fn = 2.0, acc = 0.6562, mcc = 0.254718 
2023-12-20 13:20:03,583 INFO eval tp = 310.0, fp = 330.0, tn = 0.0, fn = 0.0
2023-12-20 13:20:03,583 INFO epoch 9,eval_time: 34.94 secs, eval_samples: 640.0
 eval_acc = 0.4844, eval_mcc = 0.000000 
2023-12-20 13:20:03,583 INFO ------------------Epoch: 11/15 start------------------
2023-12-20 13:20:15,747 INFO step 1550: tp = 14.0, fp = 9.0, tn = 7.0, fn = 2.0, acc = 0.6562, mcc = 0.347524 
2023-12-20 13:20:27,168 INFO step 1551: tp = 12.0, fp = 17.0, tn = 2.0, fn = 1.0, acc = 0.4375, mcc = 0.047752 
2023-12-20 13:20:36,274 INFO step 1552: tp = 17.0, fp = 10.0, tn = 3.0, fn = 2.0, acc = 0.6250, mcc = 0.169764 
2023-12-20 13:20:45,293 INFO step 1553: tp = 16.0, fp = 9.0, tn = 4.0, fn = 3.0, acc = 0.6250, mcc = 0.177965 
2023-12-20 13:20:50,863 INFO step 1554: tp = 19.0, fp = 6.0, tn = 4.0, fn = 3.0, acc = 0.7188, mcc = 0.295595 
2023-12-20 13:20:58,995 INFO step 1555: tp = 14.0, fp = 11.0, tn = 3.0, fn = 4.0, acc = 0.5312, mcc = -0.009524 
2023-12-20 13:21:01,255 INFO step 1556: tp = 14.0, fp = 11.0, tn = 5.0, fn = 2.0, acc = 0.5938, mcc = 0.226779 
2023-12-20 13:21:03,735 INFO step 1557: tp = 12.0, fp = 18.0, tn = 0.0, fn = 2.0, acc = 0.3750, mcc = -0.292770 
2023-12-20 13:21:08,277 INFO step 1558: tp = 17.0, fp = 13.0, tn = 1.0, fn = 1.0, acc = 0.5625, mcc = 0.032530 
2023-12-20 13:21:10,899 INFO step 1559: tp = 16.0, fp = 10.0, tn = 4.0, fn = 2.0, acc = 0.6250, mcc = 0.221917 
2023-12-20 13:21:18,987 INFO step 1560: tp = 18.0, fp = 9.0, tn = 2.0, fn = 3.0, acc = 0.6250, mcc = 0.050965 
2023-12-20 13:21:19,102 INFO step/epoch: 1560/11, training samples: 49952, train_loss = 0.9085 train_acc = 0.520980
2023-12-20 13:21:21,598 INFO step 1561: tp = 18.0, fp = 12.0, tn = 2.0, fn = 0.0, acc = 0.6250, mcc = 0.292770 
2023-12-20 13:21:24,371 INFO step 1562: tp = 17.0, fp = 14.0, tn = 0.0, fn = 1.0, acc = 0.5312, mcc = -0.158397 
2023-12-20 13:21:27,943 INFO step 1563: tp = 14.0, fp = 18.0, tn = 0.0, fn = 0.0, acc = 0.4375, mcc = 0.000000 
2023-12-20 13:21:29,978 INFO step 1564: tp = 20.0, fp = 12.0, tn = 0.0, fn = 0.0, acc = 0.6250, mcc = 0.000000 
2023-12-20 13:21:32,637 INFO step 1565: tp = 18.0, fp = 14.0, tn = 0.0, fn = 0.0, acc = 0.5625, mcc = 0.000000 
2023-12-20 13:21:34,610 INFO step 1566: tp = 15.0, fp = 17.0, tn = 0.0, fn = 0.0, acc = 0.4688, mcc = 0.000000 
2023-12-20 13:21:36,384 INFO step 1567: tp = 23.0, fp = 8.0, tn = 0.0, fn = 1.0, acc = 0.7188, mcc = -0.103695 
2023-12-20 13:21:38,726 INFO step 1568: tp = 19.0, fp = 13.0, tn = 0.0, fn = 0.0, acc = 0.5938, mcc = 0.000000 
2023-12-20 13:21:40,700 INFO step 1569: tp = 15.0, fp = 17.0, tn = 0.0, fn = 0.0, acc = 0.4688, mcc = 0.000000 
2023-12-20 13:21:42,430 INFO step 1570: tp = 18.0, fp = 14.0, tn = 0.0, fn = 0.0, acc = 0.5625, mcc = 0.000000 
2023-12-20 13:21:44,303 INFO step 1571: tp = 13.0, fp = 19.0, tn = 0.0, fn = 0.0, acc = 0.4062, mcc = 0.000000 
2023-12-20 13:21:45,750 INFO step 1572: tp = 15.0, fp = 17.0, tn = 0.0, fn = 0.0, acc = 0.4688, mcc = 0.000000 
2023-12-20 13:21:47,735 INFO step 1573: tp = 15.0, fp = 17.0, tn = 0.0, fn = 0.0, acc = 0.4688, mcc = 0.000000 
2023-12-20 13:21:49,634 INFO step 1574: tp = 18.0, fp = 14.0, tn = 0.0, fn = 0.0, acc = 0.5625, mcc = 0.000000 
2023-12-20 13:21:50,962 INFO step 1575: tp = 14.0, fp = 17.0, tn = 1.0, fn = 0.0, acc = 0.4688, mcc = 0.158397 
2023-12-20 13:21:53,309 INFO step 1576: tp = 15.0, fp = 15.0, tn = 2.0, fn = 0.0, acc = 0.5312, mcc = 0.242536 
2023-12-20 13:21:55,177 INFO step 1577: tp = 16.0, fp = 12.0, tn = 4.0, fn = 0.0, acc = 0.6250, mcc = 0.377964 
2023-12-20 13:21:57,510 INFO step 1578: tp = 14.0, fp = 12.0, tn = 1.0, fn = 5.0, acc = 0.4688, mcc = -0.234340 
2023-12-20 13:21:59,624 INFO step 1579: tp = 17.0, fp = 9.0, tn = 5.0, fn = 1.0, acc = 0.6875, mcc = 0.383311 
2023-12-20 13:22:00,906 INFO step 1580: tp = 11.0, fp = 12.0, tn = 3.0, fn = 6.0, acc = 0.4375, mcc = -0.169750 
2023-12-20 13:22:01,032 INFO step/epoch: 1580/11, training samples: 50592, train_loss = 0.9248 train_acc = 0.521169
2023-12-20 13:22:02,303 INFO step 1581: tp = 17.0, fp = 10.0, tn = 3.0, fn = 2.0, acc = 0.6250, mcc = 0.169764 
2023-12-20 13:22:03,605 INFO step 1582: tp = 11.0, fp = 12.0, tn = 5.0, fn = 4.0, acc = 0.5000, mcc = 0.030468 
2023-12-20 13:22:04,760 INFO step 1583: tp = 16.0, fp = 8.0, tn = 3.0, fn = 5.0, acc = 0.5938, mcc = 0.037987 
2023-12-20 13:22:06,083 INFO step 1584: tp = 15.0, fp = 8.0, tn = 3.0, fn = 6.0, acc = 0.5625, mcc = -0.013719 
2023-12-20 13:22:07,274 INFO step 1585: tp = 12.0, fp = 12.0, tn = 4.0, fn = 4.0, acc = 0.5000, mcc = 0.000000 
2023-12-20 13:22:08,549 INFO step 1586: tp = 15.0, fp = 7.0, tn = 5.0, fn = 5.0, acc = 0.6250, mcc = 0.174078 
2023-12-20 13:22:09,812 INFO step 1587: tp = 9.0, fp = 20.0, tn = 3.0, fn = 0.0, acc = 0.3750, mcc = 0.201196 
2023-12-20 13:22:10,794 INFO step 1588: tp = 17.0, fp = 7.0, tn = 4.0, fn = 4.0, acc = 0.6562, mcc = 0.189934 
2023-12-20 13:22:11,882 INFO step 1589: tp = 14.0, fp = 15.0, tn = 2.0, fn = 1.0, acc = 0.5000, mcc = 0.087280 
2023-12-20 13:22:13,161 INFO step 1590: tp = 12.0, fp = 18.0, tn = 1.0, fn = 1.0, acc = 0.4062, mcc = -0.049286 
2023-12-20 13:22:14,400 INFO step 1591: tp = 13.0, fp = 12.0, tn = 4.0, fn = 3.0, acc = 0.5312, mcc = 0.075593 
2023-12-20 13:22:15,613 INFO step 1592: tp = 14.0, fp = 10.0, tn = 4.0, fn = 4.0, acc = 0.5625, mcc = 0.072739 
2023-12-20 13:22:16,834 INFO step 1593: tp = 16.0, fp = 11.0, tn = 4.0, fn = 1.0, acc = 0.6250, mcc = 0.285653 
2023-12-20 13:22:17,953 INFO step 1594: tp = 14.0, fp = 11.0, tn = 2.0, fn = 5.0, acc = 0.5000, mcc = -0.129866 
2023-12-20 13:22:19,013 INFO step 1595: tp = 13.0, fp = 15.0, tn = 3.0, fn = 1.0, acc = 0.5000, mcc = 0.142857 
2023-12-20 13:22:20,070 INFO step 1596: tp = 16.0, fp = 12.0, tn = 1.0, fn = 3.0, acc = 0.5312, mcc = -0.120247 
2023-12-20 13:22:21,457 INFO step 1597: tp = 15.0, fp = 11.0, tn = 3.0, fn = 3.0, acc = 0.5625, mcc = 0.060523 
2023-12-20 13:22:22,370 INFO step 1598: tp = 9.0, fp = 14.0, tn = 3.0, fn = 6.0, acc = 0.3750, mcc = -0.248096 
2023-12-20 13:22:23,132 INFO step 1599: tp = 9.0, fp = 15.0, tn = 4.0, fn = 4.0, acc = 0.4062, mcc = -0.110208 
2023-12-20 13:22:24,263 INFO step 1600: tp = 13.0, fp = 8.0, tn = 6.0, fn = 5.0, acc = 0.5938, mcc = 0.157499 
2023-12-20 13:22:24,393 INFO step/epoch: 1600/11, training samples: 51232, train_loss = 0.9792 train_acc = 0.521237
2023-12-20 13:22:25,264 INFO step 1601: tp = 12.0, fp = 10.0, tn = 3.0, fn = 7.0, acc = 0.4688, mcc = -0.145854 
2023-12-20 13:22:26,088 INFO step 1602: tp = 13.0, fp = 10.0, tn = 5.0, fn = 4.0, acc = 0.5625, mcc = 0.108814 
2023-12-20 13:22:26,906 INFO step 1603: tp = 14.0, fp = 12.0, tn = 2.0, fn = 4.0, acc = 0.5000, mcc = -0.100871 
2023-12-20 13:22:28,136 INFO step 1604: tp = 15.0, fp = 11.0, tn = 2.0, fn = 4.0, acc = 0.5312, mcc = -0.071321 
2023-12-20 13:22:29,248 INFO step 1605: tp = 13.0, fp = 12.0, tn = 6.0, fn = 1.0, acc = 0.5938, mcc = 0.314286 
2023-12-20 13:22:30,148 INFO step 1606: tp = 14.0, fp = 9.0, tn = 4.0, fn = 5.0, acc = 0.5625, mcc = 0.048647 
2023-12-20 13:22:31,046 INFO step 1607: tp = 12.0, fp = 14.0, tn = 2.0, fn = 4.0, acc = 0.4375, mcc = -0.160128 
2023-12-20 13:22:32,028 INFO step 1608: tp = 21.0, fp = 10.0, tn = 0.0, fn = 1.0, acc = 0.6562, mcc = -0.121090 
2023-12-20 13:22:32,981 INFO step 1609: tp = 15.0, fp = 16.0, tn = 0.0, fn = 1.0, acc = 0.4688, mcc = -0.179605 
2023-12-20 13:22:33,878 INFO step 1610: tp = 10.0, fp = 18.0, tn = 1.0, fn = 3.0, acc = 0.3438, mcc = -0.264542 
2023-12-20 13:22:34,940 INFO step 1611: tp = 11.0, fp = 17.0, tn = 3.0, fn = 1.0, acc = 0.4375, mcc = 0.097590 
2023-12-20 13:22:35,952 INFO step 1612: tp = 20.0, fp = 9.0, tn = 1.0, fn = 2.0, acc = 0.6562, mcc = 0.014456 
2023-12-20 13:22:36,850 INFO step 1613: tp = 13.0, fp = 16.0, tn = 2.0, fn = 1.0, acc = 0.4688, mcc = 0.067537 
2023-12-20 13:22:37,767 INFO step 1614: tp = 13.0, fp = 17.0, tn = 1.0, fn = 1.0, acc = 0.4375, mcc = -0.032530 
2023-12-20 13:22:38,663 INFO step 1615: tp = 11.0, fp = 18.0, tn = 3.0, fn = 0.0, acc = 0.4375, mcc = 0.232781 
2023-12-20 13:22:39,458 INFO step 1616: tp = 17.0, fp = 10.0, tn = 2.0, fn = 3.0, acc = 0.5938, mcc = 0.022222 
2023-12-20 13:22:40,414 INFO step 1617: tp = 13.0, fp = 13.0, tn = 3.0, fn = 3.0, acc = 0.5000, mcc = 0.000000 
2023-12-20 13:22:41,135 INFO step 1618: tp = 12.0, fp = 9.0, tn = 6.0, fn = 5.0, acc = 0.5625, mcc = 0.111247 
2023-12-20 13:22:41,936 INFO step 1619: tp = 12.0, fp = 13.0, tn = 4.0, fn = 3.0, acc = 0.5000, mcc = 0.042604 
2023-12-20 13:22:42,700 INFO step 1620: tp = 8.0, fp = 12.0, tn = 6.0, fn = 6.0, acc = 0.4375, mcc = -0.097590 
2023-12-20 13:22:42,821 INFO step/epoch: 1620/11, training samples: 51872, train_loss = 0.9138 train_acc = 0.521071
2023-12-20 13:22:43,572 INFO step 1621: tp = 6.0, fp = 9.0, tn = 9.0, fn = 8.0, acc = 0.4688, mcc = -0.071007 
2023-12-20 13:22:44,477 INFO step 1622: tp = 4.0, fp = 5.0, tn = 12.0, fn = 11.0, acc = 0.5000, mcc = -0.030468 
2023-12-20 13:22:45,389 INFO step 1623: tp = 2.0, fp = 3.0, tn = 17.0, fn = 10.0, acc = 0.5938, mcc = 0.022222 
2023-12-20 13:22:46,277 INFO step 1624: tp = 1.0, fp = 2.0, tn = 13.0, fn = 16.0, acc = 0.4375, mcc = -0.127563 
2023-12-20 13:22:47,180 INFO step 1625: tp = 0.0, fp = 0.0, tn = 21.0, fn = 11.0, acc = 0.6562, mcc = 0.000000 
2023-12-20 13:22:47,994 INFO step 1626: tp = 2.0, fp = 0.0, tn = 18.0, fn = 12.0, acc = 0.6250, mcc = 0.292770 
2023-12-20 13:22:48,854 INFO step 1627: tp = 1.0, fp = 1.0, tn = 15.0, fn = 15.0, acc = 0.5000, mcc = 0.000000 
2023-12-20 13:22:49,723 INFO step 1628: tp = 0.0, fp = 0.0, tn = 11.0, fn = 21.0, acc = 0.3438, mcc = 0.000000 
2023-12-20 13:22:50,725 INFO step 1629: tp = 1.0, fp = 0.0, tn = 17.0, fn = 14.0, acc = 0.5625, mcc = 0.191204 
2023-12-20 13:22:51,584 INFO step 1630: tp = 0.0, fp = 0.0, tn = 16.0, fn = 16.0, acc = 0.5000, mcc = 0.000000 
2023-12-20 13:22:52,469 INFO step 1631: tp = 1.0, fp = 0.0, tn = 17.0, fn = 14.0, acc = 0.5625, mcc = 0.191204 
2023-12-20 13:22:53,291 INFO step 1632: tp = 0.0, fp = 0.0, tn = 14.0, fn = 18.0, acc = 0.4375, mcc = 0.000000 
2023-12-20 13:22:53,966 INFO step 1633: tp = 1.0, fp = 0.0, tn = 15.0, fn = 16.0, acc = 0.5000, mcc = 0.168710 
2023-12-20 13:22:54,781 INFO step 1634: tp = 1.0, fp = 0.0, tn = 16.0, fn = 15.0, acc = 0.5312, mcc = 0.179605 
2023-12-20 13:22:55,554 INFO step 1635: tp = 0.0, fp = 0.0, tn = 20.0, fn = 12.0, acc = 0.6250, mcc = 0.000000 
2023-12-20 13:22:56,454 INFO step 1636: tp = 2.0, fp = 1.0, tn = 15.0, fn = 14.0, acc = 0.5312, mcc = 0.107211 
2023-12-20 13:22:57,334 INFO step 1637: tp = 1.0, fp = 0.0, tn = 16.0, fn = 15.0, acc = 0.5312, mcc = 0.179605 
